SiteName,SurveyDate,AMBBIS,SurveyTypeID_FK
3,1/21/2010,0,1
3,2/16/2011,0,1
3,3/16/2011,0,1
3,3/8/2012,0,1
3,3/5/2013,0,1
3,3/19/2013,0,1
3,4/15/2013,0,1
3,12/5/2013,0,1
3,12/18/2013,0,1
3,1/13/2014,0,1
3,1/28/2014,0,1
3,2/4/2014,0,1
3,2/25/2014,0,1
3,3/12/2014,0,1
3,4/9/2014,0,1
3,2/10/2015,0,1
3,3/24/2015,0,1
3,12/1/2015,0,1
3,12/14/2015,0,1
3,1/6/2016,0,1
3,1/21/2016,0,1
3,2/4/2016,0,1
3,2/23/2016,0,1
3,3/7/2016,0,1
3,3/24/2016,0,1
3,1/9/2017,0,1
3,1/25/2017,0,1
3,2/8/2017,0,1
3,3/2/2017,0,1
3,1/17/2018,0,5
3,2/15/2018,0,1
3,3/13/2018,0,1
3,4/3/2018,0,1
3,1/2/2019,0,1
3,1/28/2019,0,1
3,2/27/2019,0,1
3,3/14/2019,0,1
3,1/6/2020,0,5
3,2/3/2020,0,1
3,3/2/2020,0,1
3,4/7/2020,0,5
3,1/6/2021,0,5
3,2/4/2021,0,5
3,3/1/2021,0,1
3,4/1/2021,0,1
3,1/3/2022,0,5
3,2/2/2022,0,5
3,3/1/2022,0,5
3,1/3/2023,0,5
3,2/3/2023,0,1
3,3/1/2023,0,5
3,4/4/2023,0,5
3,1/3/2024,0,5
3,2/5/2024,0,1
3,3/4/2024,0,5
3,4/8/2024,0,5
4,2/22/1994,2,1
4,1/17/2003,0,1
4,2/4/2003,0,5
4,3/10/2003,0,1
4,1/19/2004,5,1
4,3/2/2004,1,1
4,3/31/2004,0,1
4,1/23/2005,0,1
4,2/16/2005,1,1
4,1/19/2006,0,1
4,3/22/2006,0,5
4,1/4/2008,0,1
4,2/4/2008,0,1
4,2/22/2008,3,1
4,3/14/2008,1,1
4,12/8/2009,0,1
4,12/22/2009,14,1
4,1/14/2010,7,1
4,2/9/2010,19,1
4,3/9/2010,6,1
4,4/9/2010,5,1
4,5/5/2010,1,4
4,5/10/2010,0,14
4,5/13/2010,0,4
4,5/22/2010,0,4
4,2/14/2011,1,1
4,3/15/2011,0,1
4,3/6/2012,0,1
4,4/3/2012,0,1
4,3/4/2013,0,1
4,3/20/2013,0,1
4,4/17/2013,0,1
4,11/18/2013,3,6
4,12/4/2013,3,1
4,1/16/2014,1,1
4,2/3/2014,0,1
4,3/11/2014,1,1
4,3/13/2014,11,6
4,12/26/2014,1,6
4,1/27/2015,2,1
4,2/6/2015,0,1
4,3/24/2015,0,1
4,4/6/2015,0,6
4,4/7/2015,0,1
4,12/3/2015,3,1
4,12/8/2015,12,6
4,1/7/2016,1,1
4,1/22/2016,0,1
4,2/8/2016,0,1
4,2/23/2016,0,1
4,3/9/2016,0,1
4,12/7/2016,1,7
4,1/10/2017,7,1
4,1/26/2017,10,6
4,2/7/2017,6,1
4,2/27/2017,1,1
4,1/10/2018,0,5
4,2/14/2018,0,1
4,3/6/2018,9,6
4,3/14/2018,0,1
4,3/19/2018,4,6
4,4/5/2018,0,1
4,12/3/2018,0,3
4,12/4/2018,8,6
4,12/11/2018,12,6
4,12/12/2018,17,6
4,12/19/2018,5,6
4,1/7/2019,0,1
4,1/9/2019,39,6
4,1/16/2019,12,6
4,1/29/2019,0,1
4,2/25/2019,0,1
4,3/12/2019,0,1
4,1/8/2020,0,5
4,2/7/2020,2,1
4,3/6/2020,4,1
4,4/1/2020,0,1
4,1/7/2021,3,1
4,2/2/2021,0,1
4,3/3/2021,0,1
4,4/6/2021,0,5
4,1/4/2022,0,5
4,2/4/2022,0,5
4,3/2/2022,0,5
4,11/4/2022,0,0
4,1/10/2023,0,5
4,1/31/2023,0,1
4,3/1/2023,0,5
4,4/4/2023,0,5
4,1/3/2024,0,5
4,2/5/2024,1,1
4,3/8/2024,0,1
4,4/10/2024,0,5
5,2/23/1994,1,1
5,3/21/1995,0,1
5,4/17/1995,0,1
5,1/17/2003,1,1
5,2/4/2003,0,5
5,3/10/2003,0,1
5,1/19/2004,4,1
5,3/2/2004,3,1
5,3/31/2004,0,1
5,1/23/2005,4,1
5,2/16/2005,1,1
5,1/19/2006,0,1
5,2/21/2006,0,1
5,3/22/2006,2,5
5,1/4/2008,0,1
5,2/22/2008,0,1
5,3/14/2008,1,1
5,12/22/2009,2,1
5,1/14/2010,3,1
5,2/9/2010,12,1
5,3/8/2010,3,1
5,4/9/2010,3,1
5,5/5/2010,0,4
5,3/6/2012,0,1
5,4/3/2012,0,1
5,3/4/2013,0,1
5,3/20/2013,0,1
5,4/17/2013,0,1
5,11/18/2013,2,6
5,12/4/2013,3,1
5,1/16/2014,2,1
5,2/3/2014,3,1
5,3/11/2014,1,1
5,3/13/2014,25,6
5,1/27/2015,0,1
5,2/6/2015,1,1
5,3/24/2015,0,1
5,4/6/2015,0,6
5,12/3/2015,3,1
5,12/10/2015,15,6
5,1/7/2016,0,1
5,1/14/2016,0,6
5,1/19/2016,9,6
5,1/22/2016,0,1
5,2/8/2016,0,1
5,2/23/2016,0,1
5,3/9/2016,0,1
5,3/23/2016,0,1
5,10/19/2016,1,14
5,1/10/2017,9,1
5,2/7/2017,11,1
5,2/27/2017,1,1
5,1/10/2018,0,5
5,2/14/2018,0,1
5,3/14/2018,0,1
5,4/5/2018,0,5
5,12/3/2018,0,6
5,12/3/2018,26,6
5,12/3/2018,1,3
5,12/4/2018,21,6
5,12/6/2018,8,7
5,12/11/2018,18,6
5,12/12/2018,56,6
5,12/19/2018,4,6
5,1/7/2019,0,1
5,1/16/2019,24,6
5,1/29/2019,0,1
5,2/11/2019,60,6
5,2/25/2019,0,5
5,3/7/2019,1,14
5,3/12/2019,0,1
5,12/2/2019,60,7
5,12/3/2019,0,7
5,1/7/2020,0,5
5,2/4/2020,1,6
5,3/5/2020,2,1
5,4/1/2020,0,1
5,1/7/2021,0,1
5,2/2/2021,0,5
5,3/3/2021,0,1
5,4/6/2021,0,5
5,12/3/2021,38,7
5,12/6/2021,88,7
5,12/7/2021,50,7
5,12/8/2021,16,7
5,1/4/2022,0,5
5,2/4/2022,0,5
5,3/2/2022,0,5
5,1/9/2023,0,5
5,1/31/2023,0,1
5,3/1/2023,0,5
5,4/4/2023,0,5
5,12/7/2023,0,7
5,1/3/2024,0,5
5,2/2/2024,0,5
5,3/8/2024,0,5
5,4/10/2024,0,5
6,1/23/2003,0,1
6,1/25/2006,0,5
6,3/2/2008,0,1
6,12/8/2009,0,1
6,12/22/2009,0,1
6,1/12/2010,0,1
6,1/26/2010,0,1
6,2/8/2010,0,1
6,2/23/2010,0,1
6,3/9/2010,0,1
6,3/23/2010,0,1
6,4/9/2010,0,1
6,4/20/2010,0,1
6,3/5/2013,0,1
6,3/20/2013,0,1
6,4/16/2013,0,1
6,12/6/2013,0,1
6,12/19/2013,0,1
6,1/15/2014,0,1
6,1/30/2014,0,1
6,2/6/2014,0,1
6,2/28/2014,0,1
6,3/13/2014,0,1
6,3/24/2014,0,1
6,3/24/2015,0,1
6,2/10/2017,0,1
6,3/7/2017,0,1
6,3/21/2017,0,5
6,1/18/2018,0,5
6,2/16/2018,0,1
6,3/14/2018,0,1
6,4/5/2018,0,5
6,1/9/2019,0,1
6,2/1/2019,0,1
6,2/25/2019,0,1
6,3/13/2019,0,1
6,1/7/2020,0,5
6,2/3/2020,0,5
6,3/6/2020,0,1
6,4/7/2020,0,5
6,1/5/2021,0,1
6,2/5/2021,0,5
6,3/4/2021,0,5
6,4/5/2021,0,5
6,1/6/2022,0,5
6,2/2/2022,0,5
6,3/2/2022,0,5
6,1/4/2023,0,5
6,1/30/2023,0,5
6,3/1/2023,0,5
6,4/3/2023,0,5
6,1/3/2024,0,5
6,2/1/2024,0,5
6,3/6/2024,0,5
6,4/2/2024,0,5
7,1/23/2003,0,1
7,1/22/2004,0,1
7,1/25/2006,0,1
7,3/2/2008,0,1
7,12/8/2009,0,1
7,12/22/2009,0,1
7,1/13/2010,0,1
7,1/26/2010,0,1
7,2/8/2010,0,1
7,2/23/2010,0,1
7,3/8/2010,0,1
7,3/23/2010,0,1
7,4/9/2010,0,1
7,4/20/2010,0,5
7,3/5/2013,0,1
7,12/5/2013,0,1
7,12/19/2013,0,1
7,1/15/2014,0,1
7,1/30/2014,0,1
7,2/6/2014,0,1
7,2/28/2014,0,1
7,3/13/2014,0,1
7,3/24/2014,0,1
7,3/24/2015,0,1
7,1/5/2016,0,1
7,2/5/2016,0,1
7,3/1/2016,0,1
7,2/10/2017,0,1
7,3/7/2017,0,1
7,3/21/2017,0,5
7,1/18/2018,0,5
7,2/16/2018,0,1
7,3/14/2018,0,1
7,4/5/2018,0,5
7,1/9/2019,0,1
7,2/1/2019,0,1
7,2/25/2019,0,1
7,3/13/2019,0,1
7,1/7/2020,0,5
7,2/3/2020,0,5
7,3/6/2020,0,5
7,4/7/2020,0,5
7,1/5/2021,0,5
7,2/5/2021,0,5
7,3/4/2021,0,5
7,4/5/2021,0,5
7,1/6/2022,0,5
7,2/2/2022,0,5
7,3/2/2022,0,5
7,1/4/2023,0,5
7,1/30/2023,0,5
7,3/1/2023,0,5
7,4/3/2023,0,5
7,1/3/2024,0,5
7,3/6/2024,0,5
7,4/2/2024,0,5
8,1/23/2003,0,5
8,1/25/2006,0,5
8,3/2/2008,0,1
8,12/8/2009,0,1
8,12/22/2009,0,1
8,1/12/2010,0,1
8,1/26/2010,0,1
8,2/17/2010,0,1
8,3/9/2010,0,1
8,1/15/2014,0,1
8,1/7/2020,0,5
8,2/3/2020,0,5
8,3/6/2020,0,5
8,4/7/2020,0,5
8,1/5/2021,0,5
8,2/5/2021,0,5
8,3/4/2021,0,5
8,4/5/2021,0,5
8,1/6/2022,0,5
9,1/23/2003,0,5
9,1/25/2006,0,5
9,3/2/2008,0,1
9,1/22/2010,0,1
9,2/17/2010,0,1
9,3/10/2010,0,1
9,1/21/2014,0,1
9,3/19/2014,0,1
9,1/20/2016,0,1
9,2/5/2016,0,1
9,2/10/2017,0,5
9,3/7/2017,0,5
9,3/21/2017,0,5
9,1/5/2021,0,5
10,2/5/1993,0,1
10,1/23/2003,0,1
10,1/22/2004,0,1
10,1/25/2006,0,5
10,3/2/2008,0,1
10,1/22/2010,0,1
10,2/17/2010,0,1
10,3/10/2010,0,1
10,1/21/2014,0,1
10,2/10/2014,0,1
10,3/19/2014,0,1
10,1/20/2016,0,1
10,2/5/2016,0,1
10,3/1/2016,0,1
10,2/10/2017,0,1
10,3/7/2017,0,1
10,3/21/2017,0,5
10,1/18/2018,0,5
10,2/16/2018,0,1
10,3/14/2018,0,1
10,4/5/2018,0,5
10,1/9/2019,0,1
10,2/1/2019,0,1
10,2/25/2019,0,1
10,3/13/2019,0,1
10,1/7/2020,0,5
10,2/3/2020,0,5
10,3/6/2020,0,1
10,4/7/2020,0,5
10,1/5/2021,0,5
10,2/5/2021,0,5
10,4/5/2021,0,5
10,1/6/2022,0,5
10,2/2/2022,0,5
10,3/2/2022,0,5
10,1/4/2023,0,5
10,1/30/2023,0,5
10,3/1/2023,0,5
10,4/3/2023,0,5
10,1/3/2024,0,5
10,2/1/2024,0,5
10,3/6/2024,0,5
10,4/2/2024,0,5
11,1/23/2003,0,1
11,1/25/2006,0,5
11,3/2/2008,0,1
11,1/22/2010,0,1
11,2/8/2010,0,1
11,2/23/2010,0,1
11,3/9/2010,0,1
11,3/23/2010,0,1
11,4/9/2010,0,1
11,4/20/2010,0,5
11,3/5/2013,0,1
11,12/6/2013,0,1
11,12/19/2013,0,1
11,1/15/2014,0,1
11,1/30/2014,0,1
11,2/6/2014,0,1
11,2/28/2014,0,1
11,3/13/2014,0,1
11,3/24/2014,0,1
11,3/24/2015,0,1
11,2/10/2017,0,1
11,3/7/2017,0,1
11,3/21/2017,0,5
11,1/18/2018,0,5
11,2/16/2018,0,1
11,3/14/2018,0,1
11,4/5/2018,0,5
11,1/9/2019,0,1
11,2/1/2019,0,1
11,2/25/2019,0,1
11,3/13/2019,0,1
11,1/7/2020,0,5
11,2/3/2020,0,5
11,3/6/2020,0,5
11,4/7/2020,0,5
11,1/5/2021,0,5
11,2/5/2021,0,5
11,3/4/2021,0,5
11,4/5/2021,0,5
11,1/6/2022,0,5
11,2/2/2022,0,5
11,3/2/2022,0,5
11,1/4/2023,0,5
11,1/30/2023,0,5
11,3/1/2023,0,5
11,4/3/2023,0,5
11,1/3/2024,0,5
11,2/1/2024,0,5
11,3/6/2024,0,5
11,4/2/2024,0,5
12,2/17/1993,1,1
12,3/1/1994,1,1
12,1/26/2003,0,1
12,3/10/2003,0,1
12,3/19/2003,0,1
12,1/20/2004,0,1
12,2/13/2004,0,1
12,3/2/2004,0,1
12,1/23/2005,0,1
12,2/18/2005,0,1
12,1/20/2006,0,1
12,2/23/2006,0,1
12,3/22/2006,0,5
12,1/4/2008,0,1
12,2/22/2008,0,1
12,3/17/2008,0,1
12,2/24/2009,0,1
12,12/8/2009,0,1
12,12/21/2009,0,1
12,1/13/2010,0,1
12,1/21/2010,0,1
12,1/25/2010,0,1
12,2/8/2010,0,1
12,2/24/2010,0,1
12,3/8/2010,0,1
12,3/23/2010,0,1
12,4/9/2010,0,1
12,4/20/2010,0,1
12,1/19/2011,0,1
12,2/2/2011,0,1
12,2/15/2011,0,1
12,3/2/2011,0,1
12,3/17/2011,0,1
12,4/5/2011,0,1
12,3/8/2012,0,1
12,3/19/2012,0,1
12,4/2/2012,0,1
12,4/19/2012,0,1
12,3/6/2013,0,1
12,3/18/2013,0,1
12,4/1/2013,0,1
12,4/17/2013,0,1
12,12/3/2013,0,1
12,12/18/2013,0,1
12,1/13/2014,0,1
12,1/14/2014,0,6
12,1/27/2014,0,6
12,1/28/2014,0,1
12,2/4/2014,0,1
12,2/20/2014,0,6
12,2/25/2014,0,1
12,3/12/2014,0,1
12,3/26/2014,0,1
12,1/28/2015,0,1
12,2/6/2015,0,1
12,3/25/2015,0,1
12,12/1/2015,0,1
12,12/14/2015,0,1
12,1/5/2016,0,1
12,1/27/2016,0,1
12,2/10/2016,0,1
12,2/24/2016,0,1
12,3/7/2016,0,1
12,3/24/2016,0,1
12,1/9/2017,0,1
12,1/25/2017,0,1
12,2/6/2017,0,1
12,2/28/2017,0,1
12,1/19/2018,0,5
12,2/21/2018,0,1
12,3/13/2018,0,1
12,4/3/2018,0,1
12,1/3/2019,0,1
12,1/28/2019,0,1
12,2/27/2019,0,1
12,3/19/2019,0,1
12,1/6/2020,0,1
12,2/3/2020,0,1
12,2/11/2020,0,1
12,2/11/2020,0,1
12,3/3/2020,0,1
12,4/7/2020,0,5
12,1/6/2021,0,5
12,3/2/2021,0,1
12,4/1/2021,0,1
12,1/3/2022,0,5
12,2/2/2022,0,1
12,3/1/2022,0,5
12,1/6/2023,0,1
12,2/2/2023,0,1
12,3/1/2023,0,1
12,4/4/2023,0,5
12,1/4/2024,0,5
12,2/6/2024,0,1
12,3/4/2024,0,1
12,4/9/2024,0,5
13,3/6/1993,1,1
13,3/25/1994,0,1
13,4/28/1994,0,1
13,1/26/2003,0,1
13,3/3/2003,0,1
13,3/19/2003,0,1
13,1/19/2004,0,1
13,2/13/2004,0,1
13,1/23/2005,0,1
13,2/24/2005,0,1
13,1/20/2006,0,1
13,2/22/2006,0,1
13,3/22/2006,0,5
13,1/4/2008,0,1
13,2/21/2008,0,1
13,3/14/2008,0,1
13,3/20/2008,0,1
13,2/27/2009,0,1
13,1/21/2010,0,1
13,3/27/2010,0,1
13,2/16/2011,0,1
13,3/16/2011,0,1
13,3/8/2012,0,1
13,4/3/2012,0,1
13,3/5/2013,0,1
13,3/19/2013,0,1
13,4/15/2013,0,1
13,12/5/2013,0,1
13,12/18/2013,0,1
13,1/13/2014,0,1
13,1/28/2014,0,1
13,2/4/2014,0,1
13,2/25/2014,0,1
13,3/15/2014,0,1
13,4/9/2014,0,1
13,1/28/2015,0,1
13,2/7/2015,0,1
13,3/24/2015,0,1
13,11/23/2015,0,7
13,12/1/2015,0,1
13,12/14/2015,0,1
13,1/6/2016,0,1
13,1/21/2016,0,1
13,2/4/2016,0,1
13,2/23/2016,0,1
13,3/7/2016,0,1
13,3/24/2016,0,1
13,1/9/2017,0,1
13,1/25/2017,0,1
13,2/8/2017,0,1
13,3/2/2017,0,1
13,1/17/2018,0,5
13,2/15/2018,0,1
13,3/13/2018,0,1
13,1/2/2019,0,1
13,1/28/2019,0,1
13,2/26/2019,0,5
13,3/14/2019,0,1
13,1/7/2020,0,1
13,2/3/2020,0,1
13,3/2/2020,0,1
13,4/7/2020,0,5
13,1/6/2021,0,5
13,2/4/2021,0,5
13,3/1/2021,0,5
13,4/1/2021,0,5
13,1/3/2022,0,5
13,2/2/2022,0,5
13,3/1/2022,0,5
13,1/3/2023,0,5
13,2/3/2023,0,5
13,3/1/2023,0,5
13,4/4/2023,0,5
13,1/3/2024,0,5
13,2/5/2024,0,1
13,3/4/2024,0,5
13,4/8/2024,0,5
14,2/14/1993,1,1
14,4/15/1994,2,1
14,11/30/1994,0,1
14,11/30/1994,0,1
14,1/4/1995,0,1
14,2/19/1995,0,1
14,4/2/1995,0,1
14,4/13/1995,0,1
14,4/15/1995,0,1
14,1/26/2003,0,1
14,3/4/2003,0,1
14,3/19/2003,0,1
14,1/19/2004,0,1
14,2/4/2004,0,1
14,3/2/2004,0,1
14,1/23/2005,0,1
14,2/18/2005,0,1
14,1/20/2006,0,1
14,2/23/2006,0,1
14,3/22/2006,0,5
14,1/4/2008,0,1
14,2/22/2008,0,1
14,3/17/2008,0,1
14,2/23/2009,0,1
14,1/21/2010,0,1
14,3/27/2010,0,1
14,4/23/2010,0,1
14,2/15/2011,0,1
14,3/17/2011,0,1
14,3/12/2013,0,1
14,1/16/2014,0,1
14,2/3/2014,0,1
14,3/4/2014,0,1
14,12/1/2015,0,1
14,12/16/2015,0,1
14,1/5/2016,0,1
14,1/26/2016,0,1
14,2/10/2016,0,1
14,2/24/2016,0,1
14,3/10/2016,0,1
14,3/25/2016,0,1
14,1/9/2017,0,1
14,1/26/2017,0,1
14,2/8/2017,0,1
14,2/28/2017,0,1
14,1/17/2018,0,5
14,2/16/2018,0,1
14,3/13/2018,0,1
14,4/3/2018,0,1
14,1/3/2019,0,1
14,1/31/2019,0,1
14,2/28/2019,0,1
14,3/19/2019,0,1
14,1/7/2020,0,1
14,2/4/2020,0,1
14,3/2/2020,0,1
14,4/8/2020,0,5
14,1/6/2021,0,5
14,2/5/2021,0,5
14,3/2/2021,0,1
14,4/2/2021,0,5
14,1/4/2022,0,5
14,2/3/2022,0,1
14,3/1/2022,0,5
14,1/3/2023,0,5
14,2/1/2023,0,5
14,3/2/2023,0,5
14,4/3/2023,0,5
14,1/4/2024,0,5
14,2/5/2024,0,5
14,3/4/2024,0,5
14,4/8/2024,0,5
15,3/29/1994,1,1
15,1/26/2003,0,1
15,3/5/2003,0,1
15,1/21/2004,1,1
15,3/1/2004,1,1
15,3/3/2004,0,1
15,2/11/2005,0,1
15,1/21/2006,0,1
15,2/24/2006,0,1
15,3/22/2006,0,5
15,1/5/2008,0,1
15,1/28/2008,2,1
15,2/22/2008,2,1
15,3/16/2008,1,1
15,1/22/2009,1,1
15,2/23/2009,4,1
15,3/22/2009,8,1
15,4/23/2009,0,1
15,12/7/2009,3,1
15,12/21/2009,5,1
15,1/13/2010,2,1
15,1/25/2010,5,1
15,2/24/2010,1,1
15,3/23/2010,5,1
15,4/19/2010,0,1
15,4/30/2010,0,4
15,12/1/2010,0,1
15,12/14/2010,5,1
15,1/5/2011,5,1
15,2/3/2011,3,1
15,3/2/2011,10,1
15,4/3/2011,3,1
15,3/1/2012,2,1
15,3/15/2012,5,1
15,3/21/2012,10,6
15,3/22/2012,3,1
15,3/28/2012,14,6
15,3/28/2012,4,1
15,4/5/2012,0,6
15,4/6/2012,3,1
15,4/12/2012,6,6
15,4/18/2012,3,6
15,4/24/2012,10,6
15,4/25/2012,3,1
15,5/3/2012,2,6
15,5/4/2012,0,6
15,5/7/2012,2,6
15,2/18/2013,0,6
15,2/20/2013,0,1
15,3/6/2013,0,1
15,3/18/2013,0,1
15,4/1/2013,0,1
15,4/17/2013,1,1
15,4/18/2013,1,6
15,11/18/2013,6,6
15,12/3/2013,2,1
15,1/16/2014,2,1
15,1/26/2014,16,6
15,2/4/2014,5,6
15,2/4/2014,4,1
15,3/10/2014,4,6
15,3/10/2014,1,1
15,3/18/2014,17,6
15,12/30/2014,1,6
15,1/21/2015,10,6
15,2/23/2015,6,1
15,3/9/2015,4,1
15,4/7/2015,4,1
15,12/2/2015,3,1
15,1/4/2016,4,1
15,1/13/2016,14,6
15,1/21/2016,8,1
15,2/4/2016,1,1
15,2/23/2016,1,1
15,3/10/2016,1,1
15,3/25/2016,4,1
15,3/29/2016,10,6
15,12/19/2016,1,6
15,1/11/2017,6,1
15,2/6/2017,6,1
15,2/28/2017,2,1
15,1/10/2018,2,1
15,2/22/2018,0,1
15,3/15/2018,0,1
15,4/4/2018,0,1
15,1/7/2019,6,1
15,1/31/2019,1,1
15,2/26/2019,0,1
15,3/19/2019,0,1
15,12/4/2019,70,7
15,12/9/2019,60,7
15,1/23/2020,2,1
15,2/12/2020,4,1
15,2/26/2020,19,6
15,3/5/2020,2,1
15,4/7/2020,0,1
15,11/27/2020,142,7
15,12/8/2020,77,7
15,12/15/2020,34,7
15,1/19/2021,8,1
15,2/5/2021,0,1
15,3/2/2021,0,1
15,4/5/2021,0,1
15,11/22/2021,160,7
15,12/13/2021,46,7
15,1/3/2022,30,7
15,1/4/2022,47,7
15,1/6/2022,0,1
15,2/7/2022,0,1
15,2/7/2022,0,1
15,3/2/2022,0,1
15,11/10/2022,4,7
15,11/14/2022,79,7
15,11/16/2022,69,7
15,12/2/2022,200,7
15,12/7/2022,53,7
15,1/9/2023,11,1
15,2/2/2023,11,1
15,3/3/2023,0,1
15,4/5/2023,0,1
15,12/4/2023,32,7
15,2/8/2024,9,1
15,2/21/2024,4,1
15,3/6/2024,4,1
15,4/10/2024,1,1
16,1/18/1993,1,1
16,3/30/1994,1,1
16,1/26/2003,0,1
16,3/13/2003,0,1
16,3/19/2003,0,1
16,1/21/2004,0,1
16,2/13/2004,0,1
16,2/4/2005,0,1
16,1/20/2006,3,1
16,2/24/2006,0,1
16,3/22/2006,0,5
16,1/5/2008,0,1
16,1/7/2008,0,1
16,1/28/2008,0,1
16,2/22/2008,0,1
16,3/16/2008,0,1
16,2/23/2009,0,1
16,12/7/2009,0,1
16,12/21/2009,0,1
16,1/13/2010,0,1
16,1/25/2010,0,1
16,2/10/2010,0,1
16,2/24/2010,0,1
16,3/8/2010,0,1
